AMOUNT;p1_Fraud;p2_Fraud;p3_Fraud;p4_Fraud;p5_Fraud;CLASS
6;0.1633;0.2960;0.1782;0.2653;0.1960;G
210;0.6920;0.7920;0.5420;0.5307;0.9920;G
1200;0.0750;0.1900;0.0818;0.2300;0.0900;G
3000;0.6960;0.7960;0.9055;0.5320;0.9960;F
1000;0.5160;0.6160;0.3660;0.4720;0.8160;G
3860;0.0275;0.1330;0.0300;0.2110;0.0330;G
;0.6760;0.7760;0.5260;0.5253;0.9760;G
35;0.6710;0.7710;0.5210;0.5237;0.9710;G
75917.6700;0.1600;0.2920;0.1745;0.2640;0.1920;G
30;0.6130;0.7130;0.4630;0.5043;0.9130;G
;0.6520;0.7520;0.5020;0.5173;0.9520;G
1990;0.0750;0.1900;0.0818;0.2300;0.0900;G
1000;0.0142;0.1170;0.0155;0.2057;0.0170;G
30;0.6130;0.7130;0.4630;0.5043;0.9130;G
1200;0.4058;0.2870;0.4427;0.3623;0.4870;G
145.6000;0.2970;0.3970;0.5427;0.3990;0.5970;G
300;0.0992;0.2190;0.1082;0.2397;0.1190;G
3000;0.6930;0.7930;0.9027;0.5310;0.9930;F
1000;0.0733;0.1880;0.0800;0.2293;0.0880;G
41392.6500;0.0317;0.1380;0.0345;0.2127;0.0380;F
50;0.4710;0.5710;0.3210;0.4570;0.7710;G
50;0.5730;0.6730;0.4230;0.4910;0.8730;G
24000.2300;0.0108;0.1130;0.0118;0.2043;0.0130;F
2580;0.0750;0.1900;0.0818;0.2300;0.0900;G
3000;0.6940;0.7940;0.9036;0.5313;0.9940;F
35;0.6880;0.7880;0.5380;0.5293;0.9880;G
;0.0592;0.2710;0.0645;0.2237;0.0710;F
1510;0.2325;0.3790;0.2536;0.2930;0.2790;G
7623.3300;0.1540;0.4540;0.5945;0.4180;0.6540;F
830;0.6940;0.7940;0.9036;0.5313;0.9940;F
1510;0.2283;0.3740;0.2491;0.2913;0.2740;G
1510;0.2283;0.3740;0.2491;0.2913;0.2740;G
14500;0.2580;0.5580;0.6891;0.4527;0.7580;F
1000;0.6930;0.7930;0.9027;0.5310;0.9930;F
1510;0.2333;0.3800;0.2545;0.2933;0.2800;G
41392.6500;0.1375;0.3650;0.1500;0.2550;0.1650;F
1510;0.2333;0.3800;0.2545;0.2933;0.2800;G
3000;0.6940;0.7940;0.9036;0.5313;0.9940;F
200;0.2500;0.3500;0.5000;0.3833;0.5500;G
15000;0.1542;0.2850;0.1682;0.2617;0.1850;G
100;0.0533;0.1640;0.0582;0.2213;0.0640;G
2500;0.4710;0.7710;0.8827;0.5237;0.9710;F
1800;0.0775;0.1930;0.0845;0.2310;0.0930;G
26000;0.3760;0.4760;0.2260;0.4253;0.6760;G
;0.4350;0.7350;0.8500;0.5117;0.9350;F
2500;0.6910;0.7910;0.5410;0.5303;0.9910;G
4500;0.0075;0.1090;0.0082;0.2030;0.0090;G
3000;0.4920;0.7920;0.9018;0.5307;0.9920;F
300;0.0775;0.1930;0.0845;0.2310;0.0930;G
500;0.4710;0.5710;0.3210;0.4570;0.7710;G
;0.5910;0.6910;0.4410;0.4970;0.8910;G
393396.8800;0.1050;0.2260;0.1145;0.2420;0.1260;G
3000;0.3680;0.4680;0.6073;0.4227;0.6680;F
270;0.3325;0.4990;0.3627;0.3330;0.3990;G
191;0.6310;0.7310;0.4810;0.5103;0.9310;G
48109.6900;0.2770;0.5770;0.7064;0.4590;0.7770;F
3;0.1417;0.2700;0.1545;0.2567;0.1700;G
12000;0.3392;0.2070;0.3700;0.3357;0.4070;G
3000;0.3130;0.4130;0.5573;0.4043;0.6130;F
3000;0.0242;0.1290;0.0264;0.2097;0.0290;G
7000;0.2730;0.7730;0.3730;0.3910;0.5730;F
14340;0.0750;0.1900;0.0818;0.2300;0.0900;G
2;0.2792;0.4350;0.3045;0.3117;0.3350;G
3500;0.0750;0.1900;0.0818;0.2300;0.0900;G
390;0.6920;0.7920;0.5420;0.5307;0.9920;G
3000;0.6890;0.7890;0.8991;0.5297;0.9890;F
3623;0.4067;0.2880;0.4436;0.3627;0.4880;F
12000;0.3460;0.4460;0.1960;0.4153;0.6460;G
;0.2742;0.4290;0.2991;0.3097;0.3290;G
2500;0.5170;0.6170;0.3670;0.4723;0.8170;G
74;0.2190;0.3190;0.4718;0.3730;0.5190;G
2500;0.6120;0.7120;0.4620;0.5040;0.9120;G
808.6400;0.1917;0.3300;0.2091;0.2767;0.2300;G
45000;0.6950;0.7950;0.5450;0.5317;0.9950;G
16500;0.3167;0.4800;0.3455;0.3267;0.3800;G
2500;0.6230;0.7230;0.4730;0.5077;0.9230;G
;0.0542;0.1650;0.0591;0.2217;0.0650;G
3000;0.0767;0.1920;0.0836;0.2307;0.0920;G
;0.1583;0.2900;0.1727;0.2633;0.1900;G
8900;0.3167;0.4800;0.3455;0.3267;0.3800;G
200;0.4910;0.7910;0.9009;0.5303;0.9910;F
;0.6920;0.7920;0.9018;0.9920;0.9920;F
;0.5140;0.6140;0.3640;0.4713;0.8140;G
2000;0.1592;0.2910;0.1736;0.2637;0.1910;G
;0.0775;0.1930;0.0845;0.2310;0.0930;G
13000;0.0642;0.1770;0.0700;0.2257;0.0770;G
8400;0.2550;0.4060;0.2782;0.3020;0.3060;G
11500;0.2875;0.4450;0.3136;0.3150;0.3450;G
11500;0.2542;0.4050;0.2773;0.3017;0.3050;G
3000;0.2680;0.5680;0.6982;0.4560;0.7680;F
18;0.4920;0.7920;0.9018;0.5307;0.9920;F
;0.0383;0.1460;0.0418;0.2153;0.0460;G
35972;0.1108;0.2330;0.1209;0.2443;0.1330;G
;0.0667;0.1800;0.0727;0.2267;0.0800;G
5000;0.0158;0.1190;0.0173;0.2063;0.0190;G
100;0.0833;0.2000;0.0909;0.2333;0.1000;G
2000;0.2717;0.4260;0.2964;0.3087;0.3260;G
1200;0.1680;0.4680;0.6073;0.4227;0.6680;F
500;0.6930;0.7930;0.9027;0.5310;0.9930;F
20;0.0675;0.1810;0.0736;0.2270;0.0810;G
912;0.0933;0.2120;0.1018;0.2373;0.1120;G
545;0.2533;0.4040;0.2764;0.3013;0.3040;G
59.1800;0.0883;0.2060;0.0964;0.2353;0.1060;G
551;0.0700;0.1840;0.0764;0.2280;0.0840;G
4000;0.1710;0.4710;0.6100;0.4237;0.6710;F
59.1800;0.1825;0.3190;0.1991;0.2730;0.2190;G
177.5300;0.1992;0.3390;0.2173;0.2797;0.2390;U
771;0.0600;0.1720;0.0655;0.2240;0.0720;G
177.5300;0.1975;0.3370;0.2155;0.2790;0.2370;U
397516.4300;0.0358;0.1430;0.0391;0.2143;0.0430;G
;0.4790;0.7790;0.8900;0.5263;0.9790;F
;0.2720;0.5720;0.7018;0.4573;0.7720;F
3500;0.2367;0.3840;0.2582;0.2947;0.2840;G
6500;0.2558;0.4070;0.1070;0.3023;0.3070;G
177.5300;0.1908;0.3290;0.2082;0.2763;0.2290;U
3000;0.4050;0.7050;0.8227;0.5017;0.9050;F
404572.7000;0.4560;0.7560;0.8691;0.5187;0.9560;F
795;0.0258;0.1310;0.0282;0.2103;0.0310;G
795;0.0658;0.1790;0.0718;0.2263;0.0790;G
5000;0.4910;0.7910;0.9009;0.5303;0.9910;F
;0.3500;0.6500;0.7727;0.4833;0.8500;F
35000;0.1525;0.2830;0.1664;0.2610;0.1830;G
;0.3992;0.2790;0.4355;0.3597;0.4790;F
6700.6100;0.2908;0.4490;0.3173;0.3163;0.3490;F
345000;0.6940;0.7940;0.9036;0.5313;0.9940;F
;0.6910;0.7910;0.9009;0.9910;0.9910;F
1777.1400;0.3883;0.2660;0.4236;0.3553;0.4660;F
955;0.0317;0.1380;0.0345;0.2127;0.0380;G
45000;0.4780;0.5780;0.5780;0.4593;0.7780;F
;0.1970;0.4970;0.6336;0.4323;0.6970;F
;0.6650;0.7650;0.8773;0.5217;0.9650;F
3000;0.6930;0.7930;0.9027;0.5310;0.9930;F
1000;0.1967;0.3360;0.2145;0.2787;0.2360;G
15000;0.3800;0.6800;0.8000;0.4933;0.8800;F
;0.6830;0.7830;0.8936;0.9830;0.9830;F
59.1800;0.1975;0.3370;0.2155;0.2790;0.2370;U
;0.4650;0.7650;0.8773;0.5217;0.9650;F
12000;0.3170;0.6170;0.7427;0.4723;0.8170;F
500;0.0825;0.1990;0.0900;0.2330;0.0990;G
2000;0.0083;0.1100;0.0091;0.2033;0.0100;G
43000;0.4740;0.7740;0.8855;0.5247;0.9740;F
1000;0.0383;0.1460;0.0418;0.2153;0.0460;G
2500;0.4680;0.7680;0.8800;0.5227;0.9680;F
40826.2400;0.3560;0.6560;0.7782;0.4853;0.8560;F
5000;0.2692;0.4230;0.1230;0.3077;0.3230;G
162943.3400;0.1492;0.2790;0.1627;0.2597;0.1790;G
3000;0.6950;0.7950;0.9045;0.5317;0.9950;F
17001.5100;0.3300;0.6300;0.7545;0.4767;0.8300;F
;0.6850;0.7850;0.8955;0.9850;0.9850;F
1943.3400;0.2808;0.4370;0.3064;0.3123;0.3370;G
100;0.2017;0.3420;0.2200;0.2807;0.2420;G
57000;0.6900;0.7900;0.9000;0.9900;0.9900;F
549.0300;0.2360;0.3360;0.4873;0.3787;0.5360;F
8570;0.3080;0.6080;0.7345;0.4693;0.8080;F
500;0.4000;0.7000;0.8182;0.5000;0.9000;F
500;0.6930;0.7930;0.9027;0.5310;0.9930;F
471.9300;0.2970;0.3970;0.5427;0.3990;0.5970;G
3000;0.3150;0.6150;0.7409;0.4717;0.8150;F
500;0.6950;0.7950;0.9045;0.5317;0.9950;F
450;0.4910;0.7910;0.9009;0.5303;0.9910;F
5;0.6960;0.7960;0.9055;0.5320;0.9960;F
1000;0.1683;0.3020;0.1836;0.2673;0.2020;G
45000;0.3925;0.2710;0.4282;0.3570;0.4710;G
3000;0.6940;0.7940;0.9036;0.5313;0.9940;F
;0.2183;0.3620;0.2382;0.2873;0.2620;G
;0.3942;0.2730;0.4300;0.3577;0.4730;G
12000;0.4990;0.5990;0.3490;0.4663;0.7990;G
3000;0.4920;0.7920;0.9018;0.5307;0.9920;F
6000;0.2933;0.4520;0.1520;0.3173;0.3520;G
3000;0.6330;0.7330;0.8482;0.5110;0.9330;F
2500;0.4920;0.7920;0.9018;0.5307;0.9920;F
3000;0.6930;0.7930;0.9027;0.5310;0.9930;F
69.7500;0.1583;0.2900;0.1727;0.2633;0.1900;G
300;0.6930;0.7930;0.9027;0.5310;0.9930;F
2000;0.6930;0.7930;0.9027;0.5310;0.9930;F
300;0.2442;0.3930;0.2664;0.2977;0.2930;G
.0300;0.1250;0.2500;0.1364;0.2500;0.1500;G
;0.6930;0.7930;0.5430;0.5310;0.9930;G
2700;0.1517;0.2820;0.1655;0.2607;0.1820;G
3000;0.1833;0.3200;0.2000;0.2733;0.2200;G
18438.7200;0.3183;0.4820;0.3473;0.3273;0.3820;G
12000;0.1567;0.2880;0.1709;0.2627;0.1880;G
200;0.3575;0.2290;0.3900;0.3430;0.4290;G
1000;0.0367;0.1440;0.0400;0.2147;0.0440;G
3000;0.4900;0.7900;0.9000;0.5300;0.9900;F
45920;0.2975;0.4570;0.3245;0.3190;0.3570;G
8200;0.2483;0.3980;0.2709;0.2993;0.2980;G
1830;0.3392;0.2070;0.3700;0.3357;0.4070;G
2764;0.3440;0.4440;0.1940;0.4147;0.6440;G
;0.6950;0.7950;0.5450;0.5317;0.9950;G
29700;0.2317;0.3780;0.2527;0.2927;0.2780;G
;0.3660;0.6660;0.7873;0.4887;0.8660;F
3000;0.4880;0.7880;0.8982;0.5293;0.9880;F
28500;0.3900;0.4900;0.2400;0.4300;0.6900;G
350;0.3410;0.4410;0.5827;0.4137;0.6410;F
1450;0.1810;0.4810;0.6191;0.4270;0.6810;F
167400;0.3208;0.4850;0.3500;0.3283;0.3850;G
3000;0.6930;0.7930;0.9027;0.5310;0.9930;F
28500;0.5310;0.6310;0.3810;0.4770;0.8310;G
11.7900;0.0975;0.2170;0.1064;0.2390;0.1170;G
167470;0.2583;0.4100;0.2818;0.3033;0.3100;G
3000;0.0108;0.1130;0.0118;0.2043;0.0130;G
1290;0.1100;0.2320;0.1200;0.2440;0.1320;G
9067.5000;0.2583;0.4100;0.2818;0.3033;0.3100;G
271.9100;0.0975;0.2170;0.1064;0.2390;0.1170;G
6000;0.4310;0.7310;0.8464;0.5103;0.9310;F
;0.3842;0.2610;0.4191;0.3537;0.4610;F
500;0.1580;0.4580;0.5982;0.4193;0.6580;F
6025;0.4167;0.3000;0.4545;0.3667;0.5000;G
10;0.2200;0.3200;0.4727;0.3733;0.5200;F
550;0.2950;0.3950;0.5409;0.3983;0.5950;F
358;0.0808;0.1970;0.0882;0.2323;0.0970;G
700;0.6800;0.7800;0.5300;0.5267;0.9800;G
15000;0.0867;0.2040;0.0945;0.2347;0.1040;G
5204.7600;0.1275;0.2530;0.1391;0.2510;0.1530;G
2157.5800;0.2040;0.3040;0.4582;0.3680;0.5040;F
;0.3880;0.4880;0.2380;0.4293;0.6880;G
215780.1500;0.1408;0.2690;0.1536;0.2563;0.1690;G
2000;0.5920;0.6920;0.8109;0.4973;0.8920;F
;0.6920;0.7920;0.5420;0.5307;0.9920;G
25000;0.2040;0.5040;0.6400;0.4347;0.7040;F
1500;0.2630;0.5630;0.6936;0.4543;0.7630;F
2000;0.1517;0.2820;0.1655;0.2607;0.1820;G
700;0.6900;0.7900;0.5400;0.5300;0.9900;G
;0.4180;0.7180;0.8345;0.5060;0.9180;F
1000;0.3750;0.4750;0.2250;0.4250;0.6750;G
107890.0700;0.1317;0.2580;0.1436;0.2527;0.1580;G
;0.4150;0.2980;0.4527;0.3660;0.4980;F
1500;0.2640;0.5640;0.6945;0.4547;0.7640;F
176330;0.1708;0.3050;0.1864;0.2683;0.2050;G
500;0.1067;0.2280;0.1164;0.2427;0.1280;G
3500;0.4470;0.7470;0.8609;0.5157;0.9470;F
;0.6950;0.7950;0.5450;0.5317;0.9950;G
3;0.4125;0.2950;0.4500;0.3650;0.4950;F
17000;0.0517;0.1620;0.0564;0.2207;0.0620;G
3000;0.6940;0.7940;0.9036;0.5313;0.9940;F
45000;0.3900;0.6900;0.8091;0.4967;0.8900;F
0;0.3075;0.4690;0.1690;0.3230;0.3690;G
875003.1000;0.2400;0.3400;0.4909;0.3800;0.5400;F
300;0.4130;0.7130;0.8300;0.5043;0.9130;F
63651.3700;0.5980;0.6980;0.4480;0.4993;0.8980;G
2000;0.2458;0.3950;0.2682;0.2983;0.2950;G
17000;0.0750;0.1900;0.0818;0.2300;0.0900;G
500;0.6960;0.7960;0.9055;0.5320;0.9960;F
5326;0.4067;0.2880;0.4436;0.3627;0.4880;G
1000;0.2640;0.5640;0.6945;0.4547;0.7640;F
3000;0.6930;0.7930;0.9027;0.5310;0.9930;F
1300;0.2308;0.3770;0.2518;0.2923;0.2770;G
5000;0.2000;0.3400;0.2182;0.2800;0.2400;G
222765.4400;0.0175;0.1210;0.0191;0.2070;0.0210;G
1300;0.2442;0.3930;0.2664;0.2977;0.2930;G
100;0.4130;0.7130;0.8300;0.5043;0.9130;F
100;0.3770;0.4770;0.2270;0.4257;0.6770;G
2;0.0633;0.1760;0.0691;0.2253;0.0760;G
204;0.0550;0.1660;0.0600;0.2220;0.0660;G
500;0.6960;0.7960;0.9055;0.5320;0.9960;F
29.3100;0.4630;0.7630;0.8755;0.5210;0.9630;F
23200;0.1092;0.2310;0.1191;0.2437;0.1310;G
94650;0.4330;0.7330;0.8482;0.5110;0.9330;F
1;0.6930;0.7930;0.9027;0.5310;0.9930;F
499000;0.6920;0.7920;0.9018;0.5307;0.9920;F
;0.6860;0.7860;0.5360;0.9860;0.9860;G
3000;0.4860;0.7860;0.8964;0.5287;0.9860;F
3000;0.4910;0.7910;0.9009;0.5303;0.9910;F
34800;0.6550;0.7550;0.5050;0.9550;0.9550;G
4;0.4920;0.7920;0.9018;0.5307;0.9920;F
1900;0.4580;0.7580;0.8709;0.5193;0.9580;F
4;0.1890;0.4890;0.6264;0.4297;0.6890;F
4;0.3800;0.6800;0.8000;0.4933;0.8800;F
400;0.0708;0.1850;0.0773;0.2283;0.0850;G
2;0.4100;0.7100;0.8273;0.5033;0.9100;F
1500;0.1075;0.2290;0.1173;0.2430;0.1290;G
30;0.6930;0.7930;0.9027;0.5310;0.9930;F
90;0.1458;0.2750;0.1591;0.2583;0.1750;G
35000;0.0767;0.1920;0.0836;0.2307;0.0920;G
17684.8900;0.3967;0.2760;0.4327;0.3587;0.4760;F
;0.5560;0.6560;0.4060;0.4853;0.8560;G
3000;0.4750;0.7750;0.8864;0.5250;0.9750;F
94091.0600;0.2860;0.3860;0.5327;0.3953;0.5860;G
1000;0.3367;0.2040;0.3673;0.3347;0.4040;F
60360.3300;0.2230;0.3230;0.4755;0.3743;0.5230;F
16500;0.4750;0.5750;0.5750;0.4583;0.7750;F
14120;0.5580;0.6580;0.4080;0.4860;0.8580;G
29694.3100;0.2510;0.3510;0.5009;0.3837;0.5510;F
2000;0.3783;0.2540;0.4127;0.3513;0.4540;F
24800;0.6750;0.7750;0.5250;0.9750;0.9750;G
2000;0.5400;0.6400;0.3900;0.4800;0.8400;G
3000;0.6950;0.7950;0.9045;0.5317;0.9950;F
;0.6790;0.7790;0.5290;0.9790;0.9790;G
1000;0.0975;0.2170;0.1064;0.2390;0.1170;G
145000;0.2480;0.5480;0.6800;0.4493;0.7480;F
;0.3340;0.6340;0.7582;0.4780;0.8340;F
9999;0.6910;0.7910;0.5410;0.5303;0.9910;G
9999;0.6920;0.7920;0.5420;0.5307;0.9920;G
49500;0.3700;0.6700;0.7909;0.4900;0.8700;F
3000;0.4900;0.7900;0.9000;0.5300;0.9900;F
3000;0.4870;0.7870;0.8973;0.5290;0.9870;F
4802;0.6920;0.7920;0.5420;0.5307;0.9920;G
6000;0.4610;0.7610;0.8736;0.5203;0.9610;F
4517;0.0258;0.1310;0.0282;0.2103;0.0310;G
4000;0.6920;0.7920;0.5420;0.5307;0.9920;G
1000;0.6240;0.7240;0.4740;0.5080;0.9240;G
4802;0.6840;0.7840;0.5340;0.5280;0.9840;G
11000;0.6310;0.7310;0.4810;0.5103;0.9310;G
3000;0.4810;0.7810;0.8918;0.5270;0.9810;F
2200;0.1690;0.4690;0.6082;0.4230;0.6690;F
2100;0.2600;0.5600;0.6909;0.4533;0.7600;F
106;0.6070;0.7070;0.4570;0.5023;0.9070;G
2000;0.5940;0.6940;0.8127;0.4980;0.8940;F
350;0.3508;0.2210;0.3827;0.3403;0.4210;F
7000;0.1158;0.2390;0.1264;0.2463;0.1390;G
29000;0.0942;0.2130;0.1027;0.2377;0.1130;G
3000;0.4920;0.7920;0.9018;0.5307;0.9920;F
3000;0.4910;0.7910;0.9009;0.5303;0.9910;F
2;0.4500;0.5500;0.3000;0.4500;0.7500;G
0;0.2920;0.3920;0.5382;0.3973;0.5920;F
99000;0.3040;0.4040;0.5491;0.4013;0.6040;F
;0.4340;0.7340;0.8491;0.5113;0.9340;F
2;0.5420;0.6420;0.3920;0.4807;0.8420;G
340;0.2958;0.4550;0.3227;0.3183;0.3550;F
3000;0.4910;0.7910;0.9009;0.5303;0.9910;F
29266.4400;0.0067;0.1080;0.0073;0.2027;0.0080;G
3000;0.6920;0.7920;0.9018;0.5307;0.9920;F
3000;0.4920;0.7920;0.9018;0.5307;0.9920;F
0;0.0267;0.1320;0.0291;0.2107;0.0320;G
3000;0.6960;0.7960;0.9055;0.5320;0.9960;F
5000;0.0633;0.1760;0.0691;0.2253;0.0760;G
;0.4500;0.7500;0.8636;0.5167;0.9500;F
;0.4810;0.7810;0.8918;0.5270;0.9810;F
394.3500;0.3267;0.4920;0.3564;0.3307;0.3920;F
19000;0.4920;0.7920;0.9018;0.5307;0.9920;F
0;0.3100;0.4100;0.1600;0.4033;0.6100;G
3000;0.6930;0.7930;0.9027;0.5310;0.9930;F
19000;0.4680;0.7680;0.8800;0.5227;0.9680;F
3000;0.4900;0.7900;0.9000;0.5300;0.9900;F
3000;0.4880;0.7880;0.8982;0.5293;0.9880;F
450001;0.2358;0.3830;0.2573;0.2943;0.2830;F
15205.0800;0.4075;0.2890;0.4445;0.3630;0.4890;F
800;0.4900;0.7900;0.9000;0.5300;0.9900;F
;0.2340;0.7340;0.3340;0.3780;0.5340;F
1000;0.5590;0.6590;0.4090;0.4863;0.8590;G
3000;0.4910;0.7910;0.9009;0.5303;0.9910;F
3000;0.6920;0.7920;0.9018;0.5307;0.9920;F
3350;0.2308;0.3770;0.2518;0.2923;0.2770;G
31750;0.3625;0.2350;0.3955;0.3450;0.4350;G
3000;0.6520;0.7520;0.5020;0.5173;0.9520;G
100;0.1217;0.2460;0.1327;0.2487;0.1460;G
1;0.6860;0.7860;0.5360;0.9860;0.9860;G
3000;0.6930;0.7930;0.9027;0.5310;0.9930;F
3000;0.6760;0.7760;0.5260;0.5253;0.9760;G
;0.3333;0.5000;0.2000;0.3333;0.4000;G
25000;0.2110;0.3110;0.4645;0.3703;0.5110;G
130;0.1417;0.2700;0.1545;0.2567;0.1700;G
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
26;0.6700;0.7700;0.5200;0.5233;0.9700;G
;0.6930;0.7930;0.9027;0.5310;0.9930;F
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
600;0.0750;0.1900;0.0818;0.2300;0.0900;G
4880;0.0517;0.1620;0.0564;0.2207;0.0620;G
3000;0.6910;0.7910;0.5410;0.5303;0.9910;G
3800;0.0758;0.1910;0.0827;0.2303;0.0910;G
3000;0.6790;0.7790;0.5290;0.5263;0.9790;G
5555;0.3110;0.6110;0.7373;0.4703;0.8110;F
63490;0.1900;0.3280;0.2073;0.2760;0.2280;G
3000;0.6940;0.7940;0.5440;0.5313;0.9940;G
600;0.6930;0.7930;0.5430;0.5310;0.9930;G
3000;0.6940;0.7940;0.5440;0.5313;0.9940;G
3105;0.1625;0.2950;0.1773;0.2650;0.1950;F
3000;0.6780;0.7780;0.8891;0.5260;0.9780;F
230;0.4100;0.7100;0.8273;0.5033;0.9100;F
6000;0.1667;0.3000;0.1818;0.2667;0.2000;G
3000;0.4920;0.7920;0.9018;0.5307;0.9920;F
3000;0.4520;0.7520;0.8655;0.5173;0.9520;F
740;0.1258;0.2510;0.1373;0.2503;0.1510;G
1468;0.2830;0.3830;0.5300;0.3943;0.5830;G
3000;0.6900;0.7900;0.5400;0.5300;0.9900;G
1000;0.3708;0.2450;0.4045;0.3483;0.4450;G
936.2300;0.1483;0.2780;0.1618;0.2593;0.1780;G
5000;0.3100;0.4100;0.1600;0.4033;0.6100;G
;0.6900;0.7900;0.9000;0.5300;0.9900;F
1;0.5910;0.6910;0.4410;0.4970;0.8910;G
1;0.6540;0.7540;0.5040;0.5180;0.9540;G
10;0.6900;0.7900;0.5400;0.5300;0.9900;G
3000;0.4930;0.7930;0.9027;0.5310;0.9930;F
19000;0.6610;0.7610;0.5110;0.9610;0.9610;G
3000;0.6950;0.7950;0.9045;0.5317;0.9950;F
345.7600;0.1183;0.2420;0.1291;0.2473;0.1420;G
416;0.2550;0.3550;0.5045;0.3850;0.5550;G
12995;0.0542;0.1650;0.0591;0.2217;0.0650;G
25000;0.3700;0.6700;0.7909;0.4900;0.8700;F
200;0.6920;0.7920;0.5420;0.5307;0.9920;G
5000;0.1133;0.2360;0.1236;0.2453;0.1360;G
1700;0.0758;0.1910;0.0827;0.2303;0.0910;G
1100;0.4700;0.7700;0.8818;0.5233;0.9700;F
1435.5300;0.3108;0.4730;0.3391;0.3243;0.3730;G
1303.8900;0.0333;0.1400;0.0364;0.2133;0.0400;G
2000;0.3783;0.2540;0.4127;0.3513;0.4540;G
6080;0.6880;0.7880;0.5380;0.5293;0.9880;G
;0.1067;0.2280;0.1164;0.2427;0.1280;G
1371969.7100;0.3120;0.6120;0.7382;0.4707;0.8120;F
1000;0.2580;0.3580;0.5073;0.3860;0.5580;G
3000;0.6920;0.7920;0.9018;0.5307;0.9920;F
;0.0792;0.1950;0.0864;0.2317;0.0950;G
19500;0.6900;0.7900;0.5400;0.5300;0.9900;G
1500;0.0442;0.1530;0.0482;0.2177;0.0530;G
1000;0.6920;0.7920;0.5420;0.5307;0.9920;G
145000.4800;0.4117;0.2940;0.4491;0.3647;0.4940;F
;0.3667;0.2400;0.4000;0.3467;0.4400;G
11615;0.0417;0.1500;0.0455;0.2167;0.0500;G
7100;0.5170;0.6170;0.3670;0.4723;0.8170;G
700;0.6910;0.7910;0.5410;0.5303;0.9910;G
0;0.6490;0.7490;0.4990;0.5163;0.9490;G
0;0.6910;0.7910;0.5410;0.5303;0.9910;G
;0.6910;0.7910;0.9009;0.5303;0.9910;F
.1000;0.3350;0.6350;0.7591;0.4783;0.8350;F
3000;0.6910;0.7910;0.9009;0.5303;0.9910;F
3500;0.0517;0.1620;0.0564;0.2207;0.0620;G
;0.6930;0.7930;0.9027;0.5310;0.9930;F
1000;0.2992;0.4590;0.3264;0.3197;0.3590;G
3000;0.4400;0.7400;0.8545;0.5133;0.9400;F
;0.0600;0.1720;0.0655;0.2240;0.0720;G
5000;0.3150;0.4150;0.1650;0.4050;0.6150;G
473.5800;0.0508;0.1610;0.0555;0.2203;0.0610;G
1500;0.0892;0.2070;0.0973;0.2357;0.1070;G
1500;0.6270;0.7270;0.4770;0.5090;0.9270;G
1534;0.0433;0.1520;0.0473;0.2173;0.0520;G
1750;0.0808;0.1970;0.0882;0.2323;0.0970;G
30;0.6130;0.7130;0.4630;0.5043;0.9130;G
7000;0.6850;0.7850;0.8955;0.5283;0.9850;F
200;0.6620;0.7620;0.5120;0.5207;0.9620;G
600;0.0583;0.1700;0.0636;0.2233;0.0700;G
5000.0700;0.1575;0.2890;0.1718;0.2630;0.1890;F
2800;0.6940;0.7940;0.9036;0.5313;0.9940;F
3000;0.4740;0.7740;0.8855;0.5247;0.9740;F
790;0.0733;0.1880;0.0800;0.2293;0.0880;F
3000;0.4700;0.7700;0.8818;0.5233;0.9700;F
50;0.3610;0.4610;0.2110;0.4203;0.6610;G
95000;0.6920;0.7920;0.5420;0.5307;0.9920;G
20;0.3783;0.6540;0.2540;0.3513;0.4540;F
3000;0.6870;0.7870;0.8973;0.5290;0.9870;F
19000;0.6870;0.7870;0.5370;0.5290;0.9870;G
150;0.2120;0.5120;0.6473;0.4373;0.7120;F
27000;0.4610;0.5610;0.5610;0.4537;0.7610;F
500;0.6690;0.7690;0.5190;0.5230;0.9690;G
3000;0.3590;0.6590;0.7809;0.4863;0.8590;F
28000;0.4520;0.7520;0.8655;0.5173;0.9520;F
31698.1900;0.4050;0.2860;0.4418;0.3620;0.4860;F
3000;0.2730;0.5730;0.7027;0.4577;0.7730;F
2000;0.2090;0.3090;0.4627;0.3697;0.5090;F
2999;0.6920;0.7920;0.5420;0.5307;0.9920;G
150;0.6900;0.7900;0.5400;0.5300;0.9900;G
2100;0.6920;0.7920;0.9018;0.5307;0.9920;F
3000;0.6910;0.7910;0.9009;0.5303;0.9910;F
1000;0.2867;0.4440;0.3127;0.3147;0.3440;G
500;0.6900;0.7900;0.5400;0.5300;0.9900;G
59000;0.6810;0.7810;0.5310;0.5270;0.9810;G
1000;0.6910;0.7910;0.5410;0.5303;0.9910;G
3000;0.2225;0.3670;0.2427;0.2890;0.2670;F
50;0.6900;0.7900;0.5400;0.5300;0.9900;G
1100;0.4740;0.7740;0.8855;0.5247;0.9740;F
5000;0.1917;0.3300;0.2091;0.2767;0.2300;G
1100;0.6860;0.7860;0.8964;0.5287;0.9860;F
;0.6690;0.7690;0.8809;0.5230;0.9690;F
1;0.3950;0.2740;0.4309;0.3580;0.4740;F
